song,country
Garfield Akers - Cottonfield Blues Part 1,0.065324
Doctor Ross - Tailor Made,0.065268
Lucy Kaplansky - Written On The Back Of His Hand,0.06518
Antonio Vivaldi (Holiday) - Gloria In D Major. Et In Terra Pax,0.065159
Don Ross - First Ride,0.065064
Antonio Aguilar - Triste Recuerdo,0.064644
Luis Miguel - La Incondicional,0.0646
Rilo Kiley - A Man ? Me ? Then Jim,0.064405
Antonio Carlos Jobim - Vivo Sonhando,0.064311
Bing Crosby - I Don't Know Why (live),0.063827
Maria Bethania & Gal Gosta - Sonho Meu,0.063405
The Association - Windy,0.063354
Adele - Melt My Heart To Stone,0.063207
XTC - The Rhythm (Live),0.063129
The Beatles - Baby You're A Rich Man,0.063033
The Beatles - Two Of Us,0.062548
The Beatles - When I Get Home,0.062321
Albert King - Can't You See What You're Doing To Me,0.062225
Descendents - Suburban Home,0.062203
Junior Brown - Lookin' For Love,0.062132
Traffic - Pearly Queen,0.062056
The Smokin' Joe Kubek Band - Comin' Home Today,0.062033
The Manhattans - Kiss And Say Goodbye,0.062005
Jack Jones - Somewhere My Love,0.061722
Fastball - Are You Ready For The Fallout?,0.06165
Justin Hinds & The Dominoes - Carry Go Bring Come (Rocksteady),0.061582
Al Stewart - Year Of The Cat,0.061456
Chayanne - Atado A Tu Amor,0.061334
Waylon Jennings - T For Texas (Blue Yodel No. 1) (live),0.061305
Lindsay Lohan - Black Hole,0.061228
Red - Wasting Time,0.06109
Matthew West - Get Away,0.060712
The Beatles - Something,0.060563
Cornel Campbell - Screwface,0.060558
The Business - Drinking And Driving,0.060465
AC?DC - Shot Down In Flames,0.060442
Marvin Gaye - You're A Wonderful One,0.060283
Fugazi - Suggestion,0.060276
Wes Montgomery - If I Should Lose You (Take 2-Alternate),0.060111
Balearic Bill - Destination Sunshine,0.059868
Sex Pistols - Problems,0.059737
Dave Swarbrick - Two Magicians,0.059695
Bessie Smith (Holiday) - At The Christmas Ball,0.059578
Social Distortion - Cold Feelings,0.059377
The Verve - Blue (USA Mix),0.059361
Toots & The Maytals - Still Is Still Moving To Me (feat. Willie Nelson),0.059094
The Offspring - Can't Repeat,0.058853
Lazy Lester - Gonna Stick To You Baby,0.058474
Pete Fountain - High Society,0.058338
Ryan Montbleau Band - Honeymoon Eyes,0.058254
Huracanes Del Norte - Nomas Por Tu Culpa,0.058182
Sam Bush - Harbor Docks,0.057941
Dan Crary - Lime Rock,0.057936
The Cambridge Singers & Orchestra (Holiday) - Angels We Have Heard On High,0.057908
Ella Fitzgerald - A Fine Romance,0.057723
Krum Bums - Misery,0.057317
Celia Cruz & Tito Puente - La Plena Bomba Me Llama,0.057184
The Paul Butterfield Blues Band - Piney Brown Blues,0.056985
The Bird And The Bee - The Races,0.056701
The Allman Brothers Band - Long Time Gone,0.05663
The Blakes - Streets,0.056432
Catie Curtis - Fall Away,0.056152
Wes Montgomery - Watch What Happens,0.056141
Holly Cole - Christmas Blues,0.056056
Boyce. William - Ode For St. Cecilia's Day,0.056046
The Aggrolites - Mr. Misery,0.055839
Jerry Jeff Walker - Gettin' By (Live),0.055727
Andrae Crouch - Soon And Very Soon,0.055548
Social Distortion - Bad Luck,0.055333
Hillsong & Delirious? - I Could Sing Of Your Love Forever,0.055152
Cat Stevens - Wild World,0.055129
Daddy Yankee - Cuentame,0.054882
Los Lobos - Let's Say Goodnight,0.054747
Tokyo Police Club - Be Good,0.054682
Joseph Arthur - Favorite Girl,0.054633
The Jam - In The City,0.054615
Explosions In The Sky - A Slow Dance,0.054399
The Crests - Angels Listened In,0.05432
Van Morrison - Gloria (Performed By Them),0.054233
Mike Dowling - Mean Old Frisco,0.054179
The Jam - Man In The Corner Shop,0.054175
Skid Row - 18 And Life,0.053862
The National - Green Gloves,0.05368
Ziggy Marley - Friend,0.053662
Reuben Morgan - Hear Our Praises,0.053475
The Heavenly Music Association - Alain,0.05346
Los Rieleros Del Norte - Fue Mentira,0.053254
Port O'Brien - Anchor,0.053025
Your Vegas - Troubled Times,0.052987
The National - Fake Empire (Live),0.052325
Lowell Fulson - Guitar Shuffle,0.052281
Don Ross - Berkley Springs,0.051837
Billy Preston - Outa-Space,0.051732
Raekwon - Ice Cream,0.051503
Alison Krauss - When You Say Nothing At All,0.051397
The Ray Conniff Singers (Holiday) - Santa Claus Is Coming To town,0.051364
Phil Wickham - Jesus Lord Of Heaven,0.051357
James Cotton - Blues For Jacklyn,0.051328
Ella Fitzgerald & Louis Armstrong - Stars Fell On Alabama,0.051227
Pee Wee Hunt & His Orchestra - Charleston,0.051194
Furry Lewis - Mistreatin' Mama,0.051108
Kokomo Arnold - Milk Cow Blues,0.051101
Skid Row - I Remember You,0.05095
Willie Banks - God's Goodness,0.050721
Sky Saxon - Love Dog,0.050627
Flatfoot 56 - Brotherhood,0.05049
Tokyo Police Club - In A Cave,0.050451
Little Walter - Blue Baby Hard Times,0.050249
Shadows Of Knight - I'll Make You Sorry,0.050234
Men Of Steel - In Flagrante (Live),0.05008
Winters - Mark My Word,0.049834
Enanitos Verdes - Lamento Boliviano,0.049729
Loreena McKennitt (Holiday) - The Stockford Carol,0.049719
Anointed - Mighty Long Way,0.049496
Cornel Campbell - Concrete Jungle,0.049308
Guns N' Roses - Patience,0.048774
Tim O'Brien - Johnny Don't Get Drunk ? Rye Straw,0.048766
The Dirty Projectors - Rise Above,0.048753
The Animals - See See Rider,0.048659
Luis Miguel - Hasta Que Me Olvides,0.048628
Deepak Chopra & Adam Plack - Valentine To Tagore,0.048369
James P. Johnson - I've Got A Feeling I'm Falling,0.048206
Chubby Checker - Let' Stwist Again,0.048161
Lowell Fulson - Reconsider Baby,0.048032
Khachaturian. Aram - Masquerada. Suite From The Incidental Music For Orchestra (or Piano),0.047975
Flyleaf - All Around Me,0.047959
Otis Spann - Rock Me Mama,0.047905
Josh White - Trouble,0.04782
C.J. Chenier & The Rod Hot Louisiana Band - Bad Luck,0.047691
Naama Hillman - Falling,0.047681
Verdi. Giuseppe - Requiem Mass. For Soloists. Chorus & Orchestra (Manzoni Requiem),0.047512
Alter Bridge - Before Tomorrow Comes,0.047037
The Christmas Jug Band (Holiday) - Boogie Woogie Santa Claus,0.047017
Fugazi - Polish,0.046952
Waco Brothers - Missing Link,0.046565
Clint Mansell & Kronos Quartet - Lux Aeterna,0.046414
Dean Martin - Ain't That A Kick In The Head,0.046352
Josh White - New Milk Cow Blues,0.046114
Paul Baloche - Your Name,0.046062
Little Milton - Penitentiary Blues,0.046037
Dan Crary - Hot Pursuit,0.046026
Sex Pistols - New York,0.046025
Shinedown - Burning Bright,0.045926
Staind - Right Here,0.045789
Kate Nash - Habanera,0.045744
Gene Ammons - My Romance,0.045727
Chayanne - Y Tu Te Vas,0.04569
Lyle Lovett - North Dakota,0.045389
AC?DC - Who Made Who,0.045346
Lazy Lester - I'm Gonna Miss You (Like The Devil),0.045012
Enanitos Verdes - Tu Carcel,0.044721
The Essex - Easier Said Than Done,0.044676
Marvin Gaye - I'll Be Doggone,0.04467
Couperin. Francois - L'Espagnole (La Visionnaire). For 2 Violins & Continuo (Les Nations),0.044514
Sharon Jones & The Dap-Kings - Let Them Knock,0.044504
Natasha Bedingfield - Pocketful Of Sunshine,0.044401
Trey Anastasio - Sleep Again,0.044333
Smokie Norful - I Understand,0.043946
Lou Blackburn - I Cover The Waterfront,0.043868
Scorpions - Still Loving You,0.043867
The Animals - I Put A Spell On You,0.043828
The Youth Choir Of Saint-Francois De Versailles (Holiday) - Guillo Take Your Tambourine,0.043787
Lowell Fulson - Everyday I Have The Blues,0.043762
Ronnie Earl & Duke Robillard - Lookin For Trouble,0.043663
Your Vegas - It Makes My Heart Break,0.043542
Jo Dee Messina - Lesson In Leavin',0.043497
Antonio Aguilar - Mi Ranchito,0.043258
Alison Krauss - Everytime You Say Goodbye,0.043233
Kate Nash - Pumpkin Soup,0.042922
Beres Hammond - Rock Away,0.042889
Earthless - Cherry Red,0.042764
Jay Reatard - Turning Blue,0.042561
Verdi. Giuseppe - La Forza Del Destino. Opera,0.04253
Boccherini. Luigi - Symphony In D Major. G. 503 (Op. 12?1),0.04239
Sarah McLachlan - Hold On (Live),0.042359
Robert Johnson - I'm A Steady Rollin' Man,0.041902
The Animals - Don't Bring Me Down,0.041869
Ella Fitzgerald & Louis Armstrong - Love Is Here To Stay,0.041848
Ella Fitzgerald - My Man,0.041782
Krum Bums - Fall,0.041703
Tristeza - Abrazo Distante,0.041355
Bryan Lee - Just Like A Fish,0.041208
The Cambridge Singers & Orchestra (Holiday) - O Little One Sweet,0.041031
Yellowman - Build A Roof Over Your Head,0.041007
Boccherini. Luigi - Symphony In A Major. G. 498 (Op. 21?6),0.04086
Rachmaninov. Sergey - Preludes (13) For Piano. Op. 32,0.040837
Passion - Awesome Is The Lord Most High,0.040639
Orchestral Manoeuvres In The Dark - If You Leave,0.040576
Los Checkmates - I Think We're Alone Now,0.04055
Don Ross - Blue Bear,0.040388
Antonio Carlos Jobim - Tide,0.040373
Spyro Gyra - Summer Fling,0.040359
La Sonora Dinamita - A Mover La Colita,0.040162
The Black Angels - You On The Run,0.040114
Otis Spann - Home To Mississippi,0.039961
Filter - The Only Way (Is The Wrong Way),0.039954
Mary Chapin Carpenter - Right Now,0.039866
Jr. Walker & The All Stars - Cleo's Mood,0.039853
The Rolling Stones - 19th Nervous Breakdown,0.039713
Dan Crary - The Fermoy Lass. The Man Of The House,0.039708
Sarah McLachlan - I Love You,0.039624
Fiorillo. Federigo - Concerto For Violin & Orchestra No 1 In F,0.039611
Lyle Lovett - That's Right (You're Not From Texas),0.039579
The Five Blind Boys Of Mississippi - Thank The Lord I'm Singing Again,0.03956
Butch Engle & The Styx - Hey I'm Lost,0.039512
)EIB( - Forgotten,0.039439
Wumpscut - Opening The Gates Of Hell,0.03934
Nitty Gritty Dirt Band - Togary Mountain,0.039168
Jay Reatard - We Who Wait,0.039009
Jim Henry+Brooks Williams - Angie,0.038852
Lifehouse - First Time,0.038849
Rilo Kiley - Breakin' Up,0.03881
Cat Stevens - Don't Be Shy,0.038745
Joey Ramone - Like A Drug I Never Did Before,0.038726
Scorpions - No One Like You,0.038686
Ella Fitzgerald - I Don't Want To Take A Chance,0.038653
The Beatles - Maxwell's Silver Hammer,0.038606
Will Bradley & His Orchestra - When You And I Were Young. Maggie,0.038479
Gaither Vocal Band - Swing Down Chariot,0.037757
Eric Clapton & Duane Allman - Mean Old World,0.037714
Verdi. Giuseppe - La Traviata. Opera,0.03764
Converge - For You (Live),0.037516
Foo Fighters - Low,0.037124
The Cars - Since You're Gone,0.036994
Coles Whalen - The Hand That Gives The Rose,0.036878
Laurie Z. - The Mysterious Painter,0.036853
The Beatles - I Feel Fine,0.036771
Traffic - Smiling Phases,0.036524
O-Shen - Tropically Fine,0.036518
Robert Johnson - Walkin' Blues,0.036496
Passion - No One Like You ? David Crowder Band,0.036493
Trey Anastasio - Come As Melody,0.0364
Couperin. Francois - In Lectulo Meo,0.036378
Johnny Maestro & The Crests - Angels Listened In,0.036355
The Four Aces - Mister Sandman,0.035996
John Tesh - Key Of Love (live),0.035933
Crosby. Stills. Nash & Young - Woodstock,0.035911
Teddy Wilson - I've Got A Crush On You,0.035878
Fred Hammond - Celebrate (He Lives),0.035807
Tex Beneke - I Know,0.035786
The Coup - Wear Clean Draws,0.035668
"Dittersdorf. Karl Ditters von - Sinfonia In A Major. (""Sinfonia Nazionale Nel Gusto Di Cinque Nazioni""). Grave A10",0.035528
Chuck Berry (Holiday) - Run Rudolph Run,0.035443
Jim Taylor - Little Rose Is Gone. Billy In The Lowground,0.035327
New York Dolls - Mystery Girls (Planet Studios Demo),0.035245
Nitty Gritty Dirt Band - I Saw The Light,0.035152
Peggy Lee & Art Lund (Holiday) - Winter Weather,0.03508
Foghat - Night Shift,0.034962
Kidz In The Hall - The Pledge,0.034949
Ben Jelen - Where Do We Go,0.034848
Adele - Hometown Glory,0.03482
George Michael - Father Figure,0.034697
Retrosic - Desperate Youth,0.034657
Converge - Homewrecker,0.034633
Jake Schepps - Bluff's Collar,0.034557
"Dittersdorf. Karl Ditters von - Symphony After Ovid's ""Metamorphoses"" No. 1 In C Major (""Die Vier Weltalter"")",0.034545
Dean Martin - Mr. Wonderful (Live),0.034416
Tokyo Police Club - Graves,0.034397
Dan Crary - Senso Unico,0.034385
Dire Straits - Walk Of Life,0.034306
Duran Duran - Ordinary World,0.0343
Otis Spann - I'm Ready,0.034214
Boccherini. Luigi - Symphony In E Flat Major. G. 513 (Op. 35?5),0.034192
Los Rieleros Del Norte - Me Quieres Matar De Celos,0.034161
Lucky Thompson - Jeep's Blues,0.033884
Ascend - The Obelisk Of Kolob,0.033753
KMFDM - Don't Blow Your Top,0.033455
Liz Story (Holiday) - O Thou Joyful Day - O Little Town of Bethlehem,0.033335
A Teens - S.O.S,0.033276
Pete Robbins - Screwgun,0.033271
Dittersdorf. Karl Ditters von - Divertimento Fur Violine. Viola Und Violoncello D Major,0.033238
Donnie McClurkin - We Fall Down (Live),0.033125
John Danley - Whispering Blue,0.03308
Sodom - Procession To Golgotha,0.032928
Port O'Brien - I Won't Look Back,0.032884
Doc Watson - Banks Of The Ohio (Live),0.032775
"Boccherini. Luigi - Symphony In D Minor (""La Casa Del Diavolo""). G. 506 (Op. 12?4)",0.032749
The Pharcyde - Runnin',0.032685
Antonio Carlos Jobim - Agua De Beber,0.032666
Daddy Yankee - Gasolina,0.032589
Dredg - Sang Real (Live),0.032536
The Rolling Stones - Start Me Up,0.03248
Say Anything - Surgically Removing The Tracking Device,0.032478
AC?DC - For Those About To Rock (We Salute You),0.032436
AC?DC - Have A Drink On Me,0.032397
Ella Fitzgerald & Louis Armstrong - Cheek To Cheek,0.032276
The Jackson Southernaires - I Need You To Hold My Hand,0.031984
Dan Crary - Amsterdance,0.031963
Sonny Rollins - Manhattan,0.031943
Gyptian - Take Me Higher,0.031913
Dan Crary - Reedie's Blues,0.031889
Stevie Wonder - Higher Ground,0.031846
Skid Row - Big Guns,0.031759
Lazy Lester - Nothing But The Devil,0.031636
Boccherini. Luigi - Cello Concerto In E Flat Major. G. 474,0.031569
Louis Armstrong (Holiday) - Christmas Night In Harlem,0.031502
Marvin Gaye - Mercy Mercy Me,0.031357
Alison Krauss - Don't Follow Me,0.031302
Port O'Brien - Tree Bones,0.031275
Christmas Cookies (Holiday) - White Christmas,0.031231
Lazy Lester - A Woman,0.031089
Spyro Gyra - Believe,0.030979
Jackson 5 - I Want You Back,0.030936
Robert Johnson - Traveling Riverside Blues,0.03087
Boyce. William - Trio Sonata No. 6 In B Flat Major,0.030752
Creative Music Services Musicians (Holiday) - O Christmas Tree,0.030731
Guns N' Roses - Live And Let Die,0.030729
Raveonettes (Holiday) - The Christmas Song,0.030712
Toquinho & Paulinho Da Viola - Tarde Em Itapoa (live),0.030604
Nick Drake - Here Come The Blues,0.03031
David Grisman & Tony Rice - O Solo Mio,0.030305
Dire Straits - Sultans Of Swing,0.030266
Boccherini. Luigi - Symphony In E Flat Major. G. 510 (Op. 35?2),0.030214
Dan Deacon - Trippy Green Skull,0.030202
Deepak Chopra & Adam Plack - Serenity,0.030073
Secret Machines - Lightning Blue Eyes,0.030025
Sharon Jones & The Dap-Kings - 100 Days. 100 Nights,0.029876
Robert Cray - Nothin' But A Woman,0.029864
Larry Carlton - Layla,0.029837
Loquat - Slow Fast Wait & See,0.02973
Phil Collins - Another Day In Paradise (Live),0.029656
Les Brown And His Band Of Renown - The Sweetheart Of Sigma Chi,0.029588
Antonio Carlos Jobim - The Girl From Ipanema,0.029528
Cab Calloway - Limehouse Blues,0.0295
Black Lips - O Katrina!,0.02945
Dan Gibson - Adventureous Spirit,0.029393
Augustus Pablo - Black Gunn,0.029308
The Mission UK - Love Me To Death,0.029241
Foo Fighters - No Way Back,0.029198
AC?DC - Back In Black,0.029178
Johnny Adams - Not Trustworthy (A Lyin' Woman),0.029009
B.B. King & John Popper (Holiday) - Back Door Santa,0.028962
Joe Diffie - White Lightning,0.028912
Flyleaf - Sorrow,0.028909
The Troggs - Wild Thing,0.02888
Jesse Harris - Morning In A Strange City (Cafe),0.028774
BBC Big Band Orchestra - I'm Getting Sentimental Over You,0.02874
Liquid Mind - My Orchid Spirit,0.028691
Fergie - Big Girls Don't Cry,0.028679
Hank Williams Jr. - All My Rowdy Friends Are Coming Over Tonight,0.028651
Little Feat - Oh Atlanta,0.028646
Augustus Pablo - East Africa,0.02854
AC?DC - Rock And Roll Ain't Noise Pollution,0.028535
Ruben Studdard - Goin' Up Yonder,0.028482
Guns N' Roses - Knockin' On Heaven's Door,0.028458
Outkast - Ms. Jackson,0.028336
Keith Sweat (Holiday) - It's Christmas Again,0.028311
The Sword - Celestial Crown,0.02829
AC?DC - Moneytalks,0.028052
Seu Jorge - Rebel Rebel,0.027945
Willie Nix - Prison Bound Blues,0.02781
Stars Of The Lid - A Meaningful Moment Through A Meaning(Less) Process,0.027703
Boccherini. Luigi - Symphony In B Flat Major. G. 497 (Op. 21?5),0.027645
Black Lips - Veni Vidi Vici,0.027635
Chick Corea Elektric Band - Lifescape,0.027595
Ratt - You Should Know By Now,0.027537
John Danley - Hickory,0.027532
Verdi. Giuseppe - Il Trovatore. Opera,0.027529
Hilltop Hoods - The Soul Of The Beat,0.027477
James P. Johnson - Keepin' Out Of Mischief Now,0.027469
Jim Henry+Brooks Williams - Gender Bender,0.027402
Sheryl Crow (Holiday) - Run Rudolph Run,0.027351
Joey Ramone - What A Wonderful World,0.027334
Toots & The Maytals - 54-56 Was My Number,0.027086
David Grisman & Tony Rice - Grandfather's Clock,0.027028
Boccherini. Luigi - Symphony In D Major. G. 496 (Op. 21?4),0.026983
Raekwon - Verbal Intercourse,0.026941
Scorpions - Rock You Like A Hurricane,0.026921
Alter Bridge - One By One,0.026919
Doc Watson - Eastbound Train (Live),0.026851
Boccherini. Luigi - Quintet For Guitar & Strings In E Minor. G. 451 (arrangement Piano Quintet. G. 407),0.02684
Marvin Sapp - Perfect Peace,0.026724
Toots & The Maytals - Pressure Drop,0.026679
Phil Collins - You'll Be In My Heart,0.026645
Preston Reed - Tractor Pull,0.026614
Tommy Jarrell - The Drunken Hiccups,0.026535
Seu Jorge - O Samba Tai,0.026413
Peter White - What Does It Take To Win Your Love,0.026407
Butch Thompson (Holiday) - Ave Maria,0.026386
El Lebrijano - Presidiarios Con Sus Caenas,0.026355
BBC Big Band Orchestra - On The Sunny Side Of The Street,0.026221
Augustus Pablo - Maka,0.026207
Lee Ritenour & Larry Carlton - Crosstown Kids,0.026136
Don Ross - Klimbim,0.025836
Marvin Gaye - I Want You,0.025822
Fastball - 'Til I Get It Right,0.025748
Lazy Lester - My Home Is A Prison,0.0257
Luis Miguel - Ahora Te Puedes Marchar (I Only Want To Be With You),0.02564
Pete Fountain - The Darktown Strutters' Ball,0.025543
Tomasa La Macanita - Yo Soy De Jerez (Bulerias De Cai),0.025464
Louis Armstrong (Holiday) - Winter Wonderland (Mono Recording),0.025462
Willie Colon & Ruben Blades - Ojos,0.025348
Fats Waller (Holiday) - Winter Weather,0.025189
Cher - Gypsys. Tramps & Thieves,0.025104
Verdi. Giuseppe - Falstaff. Opera,0.025037
Big Al Carson (Holiday) - Santa Claus Is Comin' To Town,0.024965
The High Violets - Sun Baby,0.024903
Labelle - Lady Marmalade,0.024901
Eric Harringer & John Paul Lacey - Whispering Winds,0.024878
Kenny G - The Way You Look Tonight,0.024838
An Albatross - Death Rides A Brown Horse,0.024772
Gyptian - My Fadah Seh,0.024763
David Massengill - Shamas Rides,0.024711
AC?DC - Dirty Deeds Done Dirt Cheap,0.024679
Christina Aguilera (Holiday) - This Christmas,0.024669
Boccherini. Luigi - Sonata for cello & continuo in G major. G. 5 (Six Sonatas No. 3),0.024573
Strauss. Richard - Salome. opera. Op. 54 (TrV 215),0.024543
Strauss. Richard - Der Rosenkavalier. Opera. Op. 59 (TrV 227),0.024538
Simple Plan (Holiday) - My Christmas List,0.024404
Flip Phillips - Dream A Little Dream Of Me,0.024242
Tokyo Police Club - Citizens Of Tomorrow,0.024205
AC?DC - Thunderstruck,0.024186
Toots & The Maytals - Schooldays,0.024168
Tommy Emmanuel - The Hunt,0.024096
Boccherini. Luigi - Cello Concerto In D Major. G. 483 (Op. 34),0.024033
Soda Stereo - Ella Uso Mi Cabeza Como Un Revolver,0.024014
Harry Connick. Jr. - It Had To Be You,0.023989
Boccherini. Luigi - Symphony In D Major. G. 509 (Op. 35?1),0.023745
Schumann. Robert - Romances (3) for piano. Op. 28,0.02364
Lowell Fulson - I'm A Night Owl (Part 2),0.023583
N.W.A. - Real Niggaz Don't Die,0.02347
The Dirty Projectors - On The Beach,0.023416
Lutan Fyah - No More Suffering,0.023407
Toots & The Maytals - Never You Change (Reggae Version),0.023307
Carlton Pearson - We've Come This Far By Faith,0.023195
Sonny Rollins - 'Round Midnight,0.02316
The Warlocks - Gypsy Nightmare,0.023137
Larry Carlton - Roll With It,0.023088
Rogue Wave - Endgame,0.023043
Doc Watson - Walk On Boy,0.023042
Ray Charles & The Count Basie Orchestra - I Can't Stop Loving You,0.022945
Filter - Hey Man Nice Shot,0.022839
Dan Crary - Cape Foulweather,0.022795
Van Morrison - Domino,0.022715
Sharon Jones & The Dap-Kings - Nobody's Baby,0.022677
Blind Blake - Depression's Gone From Me Blues,0.022541
Dean Martin - On The Street Where You Live,0.022418
Franco De Vita - Como Decirte No,0.022335
Trebol Clan. Hector & Joan - Gata Fiera,0.022275
Liquid Mind - In The Stillness,0.022275
Doc Watson - Billy In The Low Ground (Live),0.022275
Ian Van Dahl - Castles In The Sky,0.022273
Orchestral Manoeuvres In The Dark - Dreaming,0.022262
Everton Blender - It's My Time,0.022152
Boccherini. Luigi - Symphony In C Major. G. 505 (Op. 12?3),0.022106
Lee Ann Womack (Holiday) - Let It Snow & Winter Wonderland,0.022022
Delroy Wilson - It's The Same Old Song,0.021953
? And The Mysterians - Can't Get Enough Of You Baby,0.02194
R.L. Burnside - When My First Wife Left Me,0.021917
Augustus Pablo - Give Praise (Norris Reid),0.021828
James Brown - Cold Sweat (Part 1),0.021808
Rogue Wave - Ghost,0.021793
Antonio Carlos Jobim - Children's Games,0.021792
Harry Connick. Jr. - I Could Write A Book,0.021775
Goodie Mob - Soul Food,0.021774
Tom Rush - Mole's Moan,0.02155
Lauryn Hill - Can't Take My Eyes Off Of You,0.021533
The Roots - You Got Me,0.021515
Boccherini. Luigi - Symphony In C Major. G. 495 (Op. 21?3),0.021503
Delroy Wilson - I Can't Help Myself,0.021405
Seal - Love's Divine (Live),0.021391
Marky Ramone - Rockaway Beach,0.021386
