id,song,festival
1277,Lords Of The Underground - Funky Child,0.083981
1504,)EIB( - Forgotten,0.083233
1305,Digital Underground - The Humpty Dance,0.083116
584,The Manhattans - Kiss And Say Goodbye,0.083062
1825,As One - Contours,0.08279
1403,Liquid Mind - Continuity,0.082691
363,Danny Gatton & Tom Principato - I'm On Fire (Live),0.082639
1659,George Acosta - Precious,0.082554
1796,Seu Jorge - Rebel Rebel,0.082406
163,Leftfield - Swords,0.082133
1328,The Beatles - Got To Get You Into My Life,0.082096
69,"Outkast - So Fresh, So Clean",0.08201
1531,Marvin Gaye - You're A Wonderful One,0.082
1851,The Del McCoury Band - Dry My Tears And Move On,0.081672
336,Bonerama - Freddie,0.081588
1481,Stevie Wonder - Ribbon In The Sky,0.081513
640,Dean Martin - You're Nobody Till Somebody Loves You,0.081445
1759,"Lefty Frizzell - Saginaw, Michigan",0.081408
1275,Laurie Z. - The Mysterious Painter,0.081404
581,Mary Chapin Carpenter - Right Now,0.08137
1430,Eric Harringer & John Paul Lacey - Morning Sun,0.081303
1801,The Grinder - Man Into Space,0.080905
95,Jurgen Paape - Take That,0.080716
826,4 Haven Knights - In My Lonely Room,0.08064
918,"Dan Crary - The Fermoy Lass, The Man Of The House",0.080511
1116,Jazzy Jeff & The Fresh Prince - Parents Just Don't Understand,0.080401
183,Chubby Checker - Pony Time,0.08001
1724,Junior Brown - You Didn't Have To Go All The Way,0.079992
187,Gladys Knight & The Pips - I Heard It Through The Grapevine,0.079937
460,Various Artists? Songs Of December - Hailee's Moment,0.079884
1755,Todd Collins (Holiday) - Hailee's Moment,0.079884
789,Gotan Project - Vuelvo Al Sur,0.079779
1144,"Diego El Cigala - Ana, Dolores Y Aurora",0.079727
1781,Goodie Mob - Soul Food,0.079693
1591,Bryan Lee - Just Like A Fish,0.079197
1590,Ani DiFranco - Little Plastic Castle (Live 1.25.04),0.079174
806,Hazel Dickens & Alice Gerrard - I Just Got Wise,0.07912
739,Georges Street - The Tartar Frigate,0.079014
1498,Van Morrison - Midnight Special,0.078995
1253,Prince - Kiss (Extended Version),0.078969
1705,Robert Earl Keen - Corpus Christi Bay,0.078934
1487,Sky Saxon - Love Dog,0.078663
580,Architecture In Helsinki - Spring 2008,0.078641
1117,Jazzy Jeff & The Fresh Prince - Summertime '98 (SoulPower Remix),0.078329
31,Ella Fitzgerald - I Don't Want To Take A Chance,0.078319
1475,Stevie Wonder - I Wish (Live),0.078185
58,Classified Project - Resurrection (Original),0.078053
637,Dean Martin - On The Street Where You Live,0.077906
683,Will Smith - Men In Black,0.077896
526,Jean-Luc Ponty - Still In Love,0.077675
544,Black Lips - Burried Alive,0.077673
415,England Dan & John Ford Coley - Gone Too Far,0.077535
1617,Public Enemy - Can't Truss It,0.077328
850,The Pharcyde - Ya Mama (Instrumental),0.077132
424,Scorpions - Don't Stop At The Top,0.077083
1654,Jake Schepps - In The American West? Rocky Ford,0.076823
1728,Eddie Fisher (Holiday) - My Favorite Things,0.076608
307,The Paul Butterfield Blues Band - Help Me,0.07654
627,Orchestral Manoeuvres In The Dark - Dreaming,0.076307
650,Justin Timberlake - Rock Your Body,0.076179
1853,The Del McCoury Band - On The Lonesome Wind,0.076105
1153,Patrick Lundy - That's Who He Is (Live),0.076034
1158,Fred McDowell - Write Me A Few Of Your Lines,0.075731
788,Dave & Ansel Collins - Nuclear Weapon,0.075396
1594,The Duskfall - Trust Is Overrated,0.075277
103,Bing Crosby - When You Wore A Tulip (live),0.07527
634,Harold Melvin & The Blue Notes - Don't Leave Me This Way,0.075259
690,Al Di Meola - Milonga Del Angel,0.075118
1150,Converge - Homewrecker,0.074987
230,Shalamar - Make That Move,0.074565
1257,Prince - Let's Work (Dance Mix),0.074435
1814,Sam Bush - Harbor Docks,0.074378
642,Dean Martin - Mr. Wonderful (Live),0.074291
1865,Earl Scruggs - Flint Hill Special,0.074182
296,Herman's Hermits - I'm Henry The VIII I Am,0.074181
1075,Johnny Adams - Not Trustworthy (A Lyin' Woman),0.074043
89,William Clarke - Five Card Hand,0.073969
470,Cab Calloway - Limehouse Blues,0.07372
692,The Smokin' Joe Kubek Band - Comin' Home Today,0.073436
1322,The Beatles - Maxwell's Silver Hammer,0.073137
1192,Guardian - Let It Roll,0.073079
1619,Nick Drake - Here Come The Blues,0.072913
740,Phil Collins - Another Day In Paradise (Live),0.072889
153,Waylon Jennings - Clyde,0.072801
71,Melvin Taylor - Texas Flood,0.072717
934,Jackie Wilson - Lonely Teardrops,0.072687
328,George Michael - Fastlove (Forthright Edit),0.072496
920,Dan Crary - Reedie's Blues,0.072306
211,Leftover Salmon - Midnight Blues (feat. Del & Ronnie McCoury),0.072084
317,Kenny Rogers (Holiday) - White Christmas,0.071883
365,Laurence Juber (Holiday) - God Rest Ye Merry Gentlemen,0.071699
1395,Gilberto Gil - Mancada,0.070953
423,Scorpions - Big City Nights,0.070844
204,BBC Big Band Orchestra - On The Sunny Side Of The Street,0.070813
915,Dan Crary - On The Fritz,0.070588
1844,2Pac (Tupac) - All Eyez On Me,0.070542
602,Doc & Merle Watson - Big Spike Hammer,0.070501
667,Uncle Earl - Booth Shot Lincoln,0.070484
512,Sonny Rollins - A Nightingale Sang In Berkeley Square (Live),0.070469
1415,The Rolling Stones - Shake Your Hips,0.070399
1543,Suffocation - Reincremation,0.070285
185,Chubby Checker - Limbo Rock,0.07024
531,John Danley - Whispering Blue,0.070015
874,Aterciopelados - Bolero Falaz,0.069563
1515,Furry Lewis - Why Don't You Come Home Blues,0.069403
1806,El Lebrijano - Presidiarios Con Sus Caenas,0.069241
145,Starkillers - Discoteka (Austin Leeds & Terranova Remix),0.069131
1065,Nitty Gritty Dirt Band - You Are My Flower,0.069117
414,Glen Brown - Wicked Tumbling Version,0.068982
897,Kidz In The Hall - Wassup Jo',0.068933
1420,The Rolling Stones - I'm Free,0.068892
478,Bill Haley & His Comets - (We're Gonna) Rock Around The Clock,0.068844
428,Scorpions - Rock You Like A Hurricane,0.06873
1641,Lil Scrappy & Trillville - No Problem,0.06871
1485,Betty Everett - The Shoop Shoop Song (It's In His Kiss),0.068655
429,Marcus Johnson - Just Doing What I Do,0.068644
22,RJD2 - Inhale (Remix),0.068493
16,Jerry Douglas?Russ Barenberg?Edgar Meyer - Big Bug Shuffle,0.068028
1334,The Beatles - A Day In The Life,0.067995
860,Glen Gray & The Casa Loma Orchestra - Who's Sorry Now?,0.067978
1152,Converge - You Fail Me,0.067905
237,Victor Manuelle - Tengo,0.067832
70,Light This City - Exile,0.067739
954,Neil Young - Ohio,0.067615
1364,Caia - Afterwards @ The Bar,0.067263
695,L.T.D. - Jam,0.067076
1327,The Beatles - Day Tripper,0.066959
341,Chick Corea Elektric Band - Beneath The Mask,0.066761
256,Fosforito - Nunca Te He Mendtido (Bulerias De Cadiz),0.066665
308,The Paul Butterfield Blues Band - Piney Brown Blues,0.066626
1662,George Acosta - Tranzy State Of Mind (Club Mix),0.066316
1589,Ani DiFranco - As Is (Live 11.16.03),0.065908
955,Neil Young - Cripple Creek Ferry,0.065896
401,Vince Gill - When I Call Your Name,0.065896
1615,Public Enemy - Public Enemy No. 1,0.065749
1476,Stevie Wonder - Do I Do,0.065579
1179,Don Ross - Klimbim,0.065551
1744,Nine Inch Nails - The Only Time,0.065213
1522,Marvin Gaye - Sexual healing,0.065003
394,Albert King - Jam In A-Flat,0.064982
811,Louis Armstrong (Holiday) - Christmas Night In Harlem,0.064898
473,Yellowman - Build A Roof Over Your Head,0.064714
569,Lowell Fulson - Everyday I Have The Blues,0.064306
707,Al Stewart - Year Of The Cat,0.064232
706,Al Stewart - Time Passages,0.063811
457,Skid Row - Big Guns,0.063757
45,Ella Fitzgerald - Love Walked In,0.063675
1048,Dire Straits - Once Upon A Time In The West,0.063409
818,Brenda Lee (Holiday) - White Christmas,0.063188
1303,Cold Grits - It's Your Thing,0.063111
297,Herman's Hermits - I'm Into Something Good,0.062886
575,Paul Oakenfold - Amsterdam,0.062804
1074,Jimmy Somerville - To Love Somebody,0.062781
793,Delroy Wilson - Pretty Girl,0.062638
1536,Klute - Now Always Forever,0.061792
191,Jackson 5 - Dancing Machine,0.061677
1672,Chino Espinoza -Los Duenos Del Son - Hector Lavoe Medley,0.061605
186,Gladys Knight & The Pips - Best Thing That Ever Happened To Me,0.061506
819,Corona - Rythym Of The Night,0.061453
263,Antonio Carlos Jobim - Children's Games,0.061056
951,Cat Stevens - The Wind,0.060943
523,Labelle - Lady Marmalade,0.060887
1259,Prince - Little Red Corvette,0.06079
1530,Marvin Gaye - I'll Be Doggone,0.060103
1595,Lynyrd Skynyrd - Free Bird (Live),0.059926
688,Brodsky Quartet - I've Seen It All,0.059818
293,Josh White - One For My Baby,0.059413
1333,The Beatles - With A Little Help From My Friends,0.059234
605,The Ray Conniff Singers (Holiday) - Santa Claus Is Coming To town,0.059181
223,Gleisberg - Indian Garden,0.059152
1374,Bunny Berigan - Plantation Moods,0.059074
520,Sonny Rollins - St. Thomas,0.058755
1131,Maxine Nightingale - Right Back Where We Started From,0.058397
1826,As One - In The Arms Of You,0.05837
1797,Don Carlos & Golo - Tear Drops,0.05824
1712,Z-Ro - Keep On (Chopped & Screwed),0.057825
572,"Lowell Fulson - No More, Pt. 1",0.057564
1278,Whodini - One Love,0.05756
665,DJ Khaled - Out Here Grindin',0.057465
875,Craig Pilo - Early Cynical Mystery,0.057398
763,N.W.A. - Real Niggaz Don't Die,0.057005
1140,Ella Fitzgerald & Louis Armstrong - Cheek To Cheek,0.05683
1304,Digital Underground - Doowutchyalike,0.056818
1251,Johnny Horton - Out In New Mexico,0.05679
1210,"Khachaturian, Aram - Masquerada, Suite From The Incidental Music For Orchestra (or Piano)",0.056671
1216,The Five Blind Boys Of Alabama - Let Me Hear My Mother Pray Again,0.056471
400,The Century's - Hard Times,0.05646
561,Alison Krauss - Wish I Still Had You,0.0564
193,Jackson 5 - Oh How Happy,0.056027
1721,Junior Brown - My Wife Thinks Your Dead,0.055981
368,The Seldom Scene - Maybe You Will Change Your Mind,0.055956
1658,George Acosta - Another Way (Club Mix),0.055841
203,BBC Big Band Orchestra - I'm Getting Sentimental Over You,0.055767
25,Bob Baldwin - I Wanna Be Where You Are,0.05561
279,Otis Spann - Home To Mississippi,0.055602
1741,Nine Inch Nails - Kinda I Want To,0.055566
1433,Eric Harringer & John Paul Lacey - Romance,0.055551
369,The Nomads - Situations,0.055351
1136,Roberto Roena - El Pueblo Pide Que Toque,0.055017
1272,The Roots - You Got Me,0.054799
378,"Michael Martin Murphey (Holiday) - Corn, Water And Wood",0.054798
1335,The Beatles - All You Need Is Love,0.054798
1709,Antonio Aguilar - Mi Ranchito,0.054569
1799,Nate Dogg (Holiday) - Be Thankful,0.054563
794,Harry James & Benny Goodman - Life Goes To A Party,0.054523
52,Beres Hammond? Flourgon - Bounce,0.054517
1338,The Beatles - Help!,0.054467
570,Lowell Fulson - Guitar Shuffle,0.054422
1862,Nas - Represent,0.054272
971,Roni Size & Reprazent - Brown Paper Bag (Roni Size Full Rap Remix),0.054139
899,Kidz In The Hall - Dumb*ss Tales,0.054037
1866,Earl Scruggs - Get In Line Brother,0.053895
1198,Tommy Johnson - Cool Drink Of Water Blues,0.053649
215,O-Shen - Tropically Fine,0.053644
1474,Stevie Wonder - Higher Ground,0.053613
777,Daddy Yankee - Cuentame,0.053593
443,David Wilcox - Common As The Rain,0.053567
1405,Liquid Mind - My Silent Knowing,0.053525
1222,David Bowie - Rebel Rebel,0.05336
18,Little Milton - Penitentiary Blues,0.053235
323,John Scofield - A Go Go,0.053141
1583,Dennis Alcapone & Prince Jazzbo - Lorna Banana,0.052923
201,The Cars - Since You're Gone,0.052843
716,HH - Planetary,0.052574
1356,"James Brown - Hot Pants, PT.1",0.051972
513,Sonny Rollins - Ev'ry Time We Say Goodbye,0.051882
379,Michael Martin Murphey (Holiday) - Sleigh Ride ? Jingle Bells,0.051856
938,Wes Montgomery - Road Song,0.051838
106,John Renbourn - Trotto ? Saltarello,0.051819
664,DJ Khaled - I'm So Hood,0.051776
182,Steve Winwood - While You See A Chance,0.051489
1177,Don Ross - Blue Bear,0.051445
1181,La Sonora Dinamita - A Mover La Colita,0.051261
141,Newcleus - Jam On It,0.051195
1133,Men Of Steel - O'Carolan's Quarrel With The Landlady (Live),0.050851
1151,Converge - The Broken Vow,0.050798
39,Ella Fitzgerald - My Man,0.05051
643,Dean Martin - Return To Me,0.050437
1358,"James Brown - Super Bad, PTS.1&2",0.050384
942,Guns N' Roses - Patience,0.05031
234,Sterling (Electronica) - Desperation,0.050114
1457,Del Tha Funkee Homosapien - Mistadobalina,0.050044
1404,Liquid Mind - Lullaby For Grownups,0.04996
164,Finbar & Eddie Furey - Curragh Of Kildare,0.049573
32,Ella Fitzgerald - A Fine Romance,0.04956
760,Les Paul & Mary Ford - How High The Moon,0.049436
1435,Eric Harringer & John Paul Lacey - Whispering Winds,0.049337
801,Ralph Stanley & The Clinch Mountain Boys - Gonna Paint The Town,0.048997
282,C.J. Chenier & The Rod Hot Louisiana Band - Bad Luck,0.048981
450,Arrested Development - Tennessee,0.048927
44,"Ella Fitzgerald - For You, For Me, For Evermore",0.048904
1803,Jim Henry+Brooks Williams - Gender Bender,0.048819
1577,Mike Dowling - Ragged And Dirty,0.048787
812,Louis Armstrong (Holiday) - Winter Wonderland (Mono Recording),0.048704
691,Al Di Meola - Tangata De Alba,0.048577
1336,The Beatles - Baby You're A Rich Man,0.048417
1807,Keith Oxman - Serenity,0.048385
1283,Ratt - You Should Know By Now,0.04783
243,The New Colony Six - I Lie Awake,0.047715
1545,Marty Robbins (Holiday) - The Joy Of Christmas,0.047639
1252,Johnny Horton - I'm Ready If You're Willing,0.047636
1725,The Pogues - The Band Played Waltzing Matilda,0.047475
925,Augustus Pablo - Give Praise (Norris Reid),0.047464
357,James P. Johnson - You've Got To Be Modernistic,0.04741
1173,Kim Wilson - High & Lonesome (live),0.047378
42,Ella Fitzgerald - Bidin' My Time,0.047246
1165,John Prine - Everything Is Cool,0.046977
1845,2Pac (Tupac) - Never Had A Friend Like Me,0.046973
622,Hank Williams Jr. - All My Rowdy Friends Are Coming Over Tonight,0.046547
814,Bryan Mann - Who Put The Bomp (In The Bomp Bomp Bomp),0.046449
1815,Sam Bush - Ozzie & Max,0.046411
1765,Kenny Clarke's Sextet - Oblique,0.046381
97,John Zorn - Zhakor,0.046201
888,Little Walter - Blue Baby Hard Times,0.045925
1159,"Harry Connick, Jr. - It Had To Be You",0.045391
704,Al Stewart - Broadway Hotel,0.045318
753,Tommy Emmanuel - Windy & Warm,0.0447
264,Antonio Carlos Jobim - O Grande Amor,0.044414
1097,Johnny Maestro & The Crests - Angels Listened In,0.044273
1393,Marvin Sapp - Give Thanks,0.044158
313,The Brand New Heavies - BNH,0.044072
684,Jimmy Buffett - Come Monday,0.044016
1779,Christina Aguilera (Holiday) - The Christmas Song,0.043989
499,"Crosby, Stills, Nash & Young - Woodstock",0.043831
99,Deepak Chopra & Adam Plack - Valentine To Tagore,0.043819
847,The Pharcyde - Groupie Therapy (Instrumental),0.043781
1160,"Harry Connick, Jr. - I Could Write A Book",0.043647
1717,Junior Brown - Freeborn Man,0.043639
591,Mickey Hart & Zakir Hussain - Tars,0.043456
392,Albert King - Born Under A Bad Sign (Live),0.043402
728,J.B. Lenoir - Louise,0.043348
977,Lucky Thompson - Jeep's Blues,0.043201
1139,Ella Fitzgerald & Louis Armstrong - Stars Fell On Alabama,0.043169
743,Lee Morgan Quintet - The Gigolo,0.043044
1833,Endre - Kallocain (Robert Nickson Remix),0.042768
926,Augustus Pablo - Maka,0.04256
1141,Lou Blackburn - I Cover The Waterfront,0.042448
1576,Mike Dowling - Mean Old Frisco,0.042402
1573,Andrae Crouch - Soon And Very Soon,0.042333
1856,Nas - Ether,0.042279
764,Indigo Girls - Blood And Fire,0.042001
1130,Beau Jocque & The Zydeco Hi-Rollers - Chere Mignonne (Dear Cute One),0.041829
1502,Kai Winding - Impulse,0.041654
1295,Grey Daturas - Hanging Man Is No Peacock,0.041056
1332,"The Beatles - Ob-La-Di, Ob-La-Da",0.040837
288,Cedric Im Brooks - Emavungweni,0.040663
1737,Preston Reed - Love In The Old Country,0.040171
1655,Jake Schepps - Origami,0.040129
330,George Michael - Father Figure,0.039788
1816,Sam Bush - Sailin' Shoes,0.039656
453,Chet Atkins & Les Paul - It Had To Be You,0.039596
1004,Sodom - Procession To Golgotha,0.039533
1625,Generation J - Jesus Loves Me Medley,0.039208
603,Doc & Merle Watson - Gambler's Yodel,0.039185
1612,John Tesh - Key Of Love (live),0.03915
865,The Allman Brothers Band - Mountain Jam (Live),0.039144
381,Michael Martin Murphey - Talkin' To The Wrong Man,0.039046
871,Mars Lasar - Untouchable,0.03903
1523,Marvin Gaye - Let's Get It On,0.039005
1281,Ratt - Lay It Down,0.038726
241,The Kingsmen - Louie Louie,0.038503
1143,Diego El Cigala - Amar Y Vivir,0.038203
320,Hilary Stagg - Land Of Oz,0.03805
33,Ella Fitzgerald - Aren't You Kind Of Glad We Did,0.03799
127,The Soul Survivors - Hey Gyp,0.037984
1129,Christopher Lawrence - Ride The Light,0.037754
1763,Tommy Flanagan Trio - Eclypso,0.037719
1280,The David Grisman Quintet - Cedar Hill (live),0.037713
981,Pete Robbins - Screwgun,0.037545
495,Eddie Boyd - Best I Could,0.037399
1132,Men Of Steel - In Flagrante (Live),0.037399
521,Sonny Rollins - Striver's Row (Live),0.036662
1118,Jazzy Jeff & The Fresh Prince - Summertime,0.036594
1771,David Grisman & Tony Rice - Morning Sun,0.03654
1539,The Association - Never My Love,0.036505
1767,David Grisman & Tony Rice - I Am A Pilgrim,0.036299
797,Tomasa La Macanita - Yo Soy De Jerez (Bulerias De Cai),0.036169
588,Kenny G - The Way You Look Tonight,0.036143
295,Peggy Lee & Art Lund (Holiday) - Winter Weather,0.035913
553,Lyle Lovett - Simple Song,0.035704
846,The Pharcyde - Bullsh*t (Instrumental),0.035533
101,Bing Crosby - You Must Have Been A Beautiful Baby,0.035456
1575,Scratch - Square One (feat. Bilal),0.034994
1666,Grandmaster Flash & The Furious Five - Scorpio,0.034936
105,The George Lewis Band - Pork Chop,0.034816
1242,Thalia - Me Pones Sexy (I Want You) (feat. Fat Joe),0.034479
278,Otis Spann - Mule Kicking In My Stall,0.03438
693,The Smokin' Joe Kubek Band - Mean Old World,0.033918
464,Chuck Berry (Holiday) - Run Rudolph Run,0.033881
1355,James Brown - Get Up Offa That Thing,0.033276
258,Antonio Carlos Jobim - Por Toda Minha Vida,0.032923
261,Antonio Carlos Jobim - Tide,0.032896
60,Doctor Ross - Tailor Made,0.032877
1766,David Grisman & Tony Rice - Banks Of The Ohio,0.03261
1169,Cal Tjader - Sambo Do Suenho,0.032164
321,Hilary Stagg - Island Sweets,0.032149
1605,Frank Sinatra & Bing Crosby (Holiday) - The Christmas Song ? White Christmas,0.032111
1679,Doc Watson - Little Sadie,0.032085
420,Lorie Line - I Surrender All,0.032004
721,"Faure, Gabriel - Sonata For Cello & Piano No. 1 In D Minor, Op. 109",0.031916
859,Maria Bethania & Gal Gosta - Sonho Meu,0.031915
626,Orchestral Manoeuvres In The Dark - If You Leave,0.031851
809,Poppa Hop & His Orchestra (Holiday) - Merry Christmas Darling,0.031688
1182,La Sonora Dinamita - La Cortina,0.031246
1587,Hugo Montenegro & His Orchestra - Theme From A Fistful Of Dollars,0.031175
937,Wes Montgomery - Watch What Happens,0.031174
1119,Tony Bennett - She's Funny That Way,0.031126
1142,Lou Blackburn - Secret Love,0.03097
1683,Doc Watson - Banks Of The Ohio (Live),0.030783
567,Lowell Fulson - Western Union Blues,0.030682
427,Scorpions - No One Like You,0.030413
694,L.T.D. - Back In Love Again,0.030306
869,Willie Banks - God's Goodness,0.030299
1528,Marvin Gaye - Got To Give It Up,0.03028
475,Yellowman - Weed Dem (feat. Beenie Man),0.03028
1235,Clifford Brown - Hymn Of The Orient,0.030249
967,"Skafish (Holiday) - O Come, O Come Emmanuel",0.0298
344,"Haden, Charlie, And Quartet West - Moonlight Serenade",0.029795
1432,Eric Harringer & John Paul Lacey - Nature's Way,0.029723
950,Cat Stevens - Moonshadow (Live),0.029426
932,Peaches & Herb - Shake Your Groove Thing,0.029344
761,The Youth Choir Of Saint-Francois De Versailles (Holiday) - Guillo Take Your Tambourine,0.02921
210,Leftover Salmon - Bend In The River (Live),0.029152
1230,Ronan Hardiman - Celtic Dream,0.028971
55,Eazy-E - Eazy-Er Said Than Dunn,0.028791
530,John Danley - Dust For Sparrows,0.028589
1429,Antonio Pinana - Cuando Llora La Guitarra,0.028546
1778,Christina Aguilera (Holiday) - Have Yourself A Merry Little Christmas,0.028488
604,Buddy Bregman - Derek's Blues,0.028462
268,Raekwon - Verbal Intercourse,0.028358
511,Sonny Rollins - 'Round Midnight,0.028352
114,Bill Monroe - Molly & Tenbrooks,0.027997
1473,The Four Aces - Mister Sandman,0.027899
1205,Pete Fountain - High Society,0.027887
167,"Rachmaninov, Sergey - Piano Concerto No. 3 In D Minor, Op. 30",0.027886
1062,Nitty Gritty Dirt Band - Togary Mountain,0.027875
782,Katalyst - Dangerous,0.027743
623,Hank Williams Jr. - Whiskey Bent And Hell Bound,0.02762
749,Bobo Thomas - Catfish Blues,0.027619
1692,Pee Wee Hunt & His Orchestra - Twelfth Street Rag,0.027378
1255,Prince - I Wanna Be Your Lover,0.027231
1691,Pee Wee Hunt & His Orchestra - Charleston,0.026995
1194,Guardian - Sister Wisdom,0.026786
202,Will Ackerman - If You Look,0.026692
376,Willie Nix - Prison Bound Blues,0.026598
92,R.L. Burnside - When My First Wife Left Me,0.026595
1604,Milt Jackson - These Foolish Things,0.026567
864,The Allman Brothers Band - Long Time Gone,0.026295
1054,James Cotton - Mighty Long Time,0.026273
1762,Lefty Frizzell - I Love You A Thousand Ways,0.025904
416,Toots Thielemans & Elis Regina - Aquarela Do Brasil,0.025894
1095,Kruger Brothers - Up18north,0.025873
24,RJD2 - Things Go Better,0.025722
1186,David Darling - Lady Child's Dream,0.025701
766,Indigo Girls - Left Me A Fool,0.025572
451,Arrested Development - Mr. Wendal,0.025477
1284,Ratt - You're In Trouble,0.025471
94,Black Sheep - The Choice Is Yours (Revisited),0.025359
1614,Public Enemy - Don't Believe The Hype,0.025332
1431,Eric Harringer & John Paul Lacey - Nature's Lullaby,0.024921
1362,Clarence Fountain - I Want To Go,0.024888
289,Josh White - Uncle Sam Says,0.024759
965,Skafish (Holiday) - Jingle Bells,0.024695
168,"Rachmaninov, Sergey - Piano Concerto No. 4 In G Minor, Op. 40",0.024691
139,Lester Young - Six Cats And A Prince (Master Take),0.024472
956,Tex Ritter - I've Found A New Baby (Instrumental),0.024299
1381,Granite & Phunk - Knock You Over,0.024255
866,The Allman Brothers Band - Little Martha,0.024242
552,Lyle Lovett - North Dakota,0.024192
1480,Stevie Wonder - Overjoyed,0.024102
668,Jack Jones - Autumn Leaves,0.024055
659,The Cotton Pickers - Hot Lips,0.024049
514,Sonny Rollins - Like Someone In Love,0.023864
1503,Kai Winding - Trombone For Two,0.023841
976,The Wiseguys - Ooh La La,0.023786
1233,Clifford Brown - Brownie Speaks,0.023683
833,Debbie Reynolds - Love Is A Simple Thing,0.02368
1520,The Pointer Sisters - Jump,0.023617
1254,Prince - Controversy,0.023616
687,Michael Spence - Is This Love,0.023418
590,Mickey Hart & Zakir Hussain - Funky Zena,0.02321
1597,Vicious Circles - Vicious Circles (Ryan Blair Mix),0.023084
863,The Allman Brothers Band - Can't Take It With You,0.02304
82,Tricky - Aftermath,0.022968
1610,Redman - Tonights Da Night,0.022895
510,Sonny Rollins - On Green Dolphin Street,0.02277
6,Deuter - Buddha Nature,0.022763
34,Ella Fitzgerald - Crying Mood,0.022758
1603,Milt Jackson - The Song Is Ended,0.022596
218,Blind Blake - Depression's Gone From Me Blues,0.022544
1203,Pete Fountain - Just A Closer Walk With Thee,0.022536
1308,Compulsion - Rapejacket,0.022536
1113,"Verdi, Giuseppe - Nabucco, Opera (Nabucodonosor)",0.022462
83,Asleep At The Wheel - Cotton-Eyed Joe,0.022336
407,"Morricone, Ennio - Sergio Leone Suite",0.022293
1138,Ella Fitzgerald & Louis Armstrong - A Foggy Day,0.022247
300,Maynard Ferguson - Everybody Moan,0.022221
1650,Twilight 22 - Electric Kingdom,0.022198
1408,Liquid Mind - Gently Down,0.022159
1115,Mildred Bailey (Holiday) - I've Got My Love To Keep Me Warm (feat. Red Norvo),0.022108
67,Outkast - I'll Call Before I Come (feat. Eco & Gangsta Boo),0.022094
1243,Midnight Star - Freak-A-Zoid,0.022091
1375,Bunny Berigan - Sobbin' Blues,0.021863
1676,Doc Watson - Little Orphan Girl (Live),0.021845
705,Al Stewart - On The Border,0.021661
327,John Scofield - Rule Of Thumb,0.021595
466,Soda Stereo - Cuando Pase El Temblor,0.021275
1096,Patra - Romantic Call,0.021259
