id,song,jazz
1259,Prince - Little Red Corvette,0.048125
1092,AC?DC - Highway To Hell,0.048076
1005,"Boccherini, Luigi - Symphony In A Major, G. 508 (Op. 12?6)",0.048025
193,Jackson 5 - Oh How Happy,0.048013
318,Benny Page - Neck Breaker,0.047894
404,The Five Blind Boys Of Mississippi - Thank The Lord I'm Singing Again,0.047879
1590,Ani DiFranco - Little Plastic Castle (Live 1.25.04),0.04775
1173,Kim Wilson - High & Lonesome (live),0.04748
498,Conjure One - Extraordinary Way (Antillas Mix),0.047386
755,Turn Me On Dead Man - 67 Dreams,0.047381
1041,"Boccherini, Luigi - Symphony In D Minor, G. 522 (Op. 45)",0.047293
1778,Christina Aguilera (Holiday) - Have Yourself A Merry Little Christmas,0.047289
39,Ella Fitzgerald - My Man,0.047207
1023,"Boccherini, Luigi - Sonata for cello & continuo in G major, G. 5 (Six Sonatas No. 3)",0.047141
1582,Winters - Mark My Word,0.047137
1651,Ambrosia - How Much I Feel,0.04712
1028,"Boccherini, Luigi - String Quartet In G Minor, G. 205 (Op. 32?5)",0.047085
1800,Bassnectar - Creation Lullabye,0.046678
833,Debbie Reynolds - Love Is A Simple Thing,0.046507
1069,Nitty Gritty Dirt Band - One Sure Honest Line,0.0465
1343,The Beatles - Something,0.046477
913,Dan Crary - Lady's Fantasy,0.046379
1581,Stephen Kellogg & The Sixers - Sweet Sophia,0.046085
955,Neil Young - Cripple Creek Ferry,0.045817
373,Luis Miguel - Hasta Que Me Olvides,0.045787
811,Louis Armstrong (Holiday) - Christmas Night In Harlem,0.045754
1589,Ani DiFranco - As Is (Live 11.16.03),0.045667
963,Broken Social Scene - Our Faces Split The Coast In Half,0.045522
44,"Ella Fitzgerald - For You, For Me, For Evermore",0.045501
308,The Paul Butterfield Blues Band - Piney Brown Blues,0.045474
771,John R. Burr - For The Asking,0.045463
559,Alison Krauss - Can't Find My Way Home,0.045458
704,Al Stewart - Broadway Hotel,0.045445
56,Whitney Houston (Holiday) - Do You Hear What I Hear?,0.045282
1336,The Beatles - Baby You're A Rich Man,0.045246
347,Joe Jackson - Baby Stick Around,0.04493
1460,Del Tha Funkee Homosapien - Phoney Phranchise,0.04485
949,Cat Stevens - Don't Be Shy,0.044802
884,FC Kahuna - Machine Says Yes,0.044777
1333,The Beatles - With A Little Help From My Friends,0.044767
1544,Holly Cole - Christmas Blues,0.044686
331,George Michael - Praying For Time,0.044413
770,Janis Figure - Mechanical Bull,0.04439
1174,Los Lobos - Let's Say Goodnight,0.044338
1449,Ivory Joe Hunter - Shooty Booty,0.044296
1419,The Rolling Stones - 19th Nervous Breakdown,0.04425
824,Sons And Daughters - Johnny Cash,0.0442
1392,Will Ackerman (Holiday) - Emmanuel,0.044193
698,Brother Ali - Blah Blah Blah (feat. Slug),0.044075
1072,Garfield Akers - Cottonfield Blues Part 1,0.043788
134,Kasey Chambers - Nothing At All,0.043683
1114,"Verdi, Giuseppe - Requiem Mass, For Soloists, Chorus & Orchestra (Manzoni Requiem)",0.043647
900,Kidz In The Hall - Mr. Alladatsh*T,0.043421
1661,George Acosta - The Storm,0.043416
212,Leftover Salmon - Steam Powered Aeroplane (Live),0.043216
1149,Converge - For You (Live),0.043107
316,Sara Bareilles - Gravity (2003),0.043004
814,Bryan Mann - Who Put The Bomp (In The Bomp Bomp Bomp),0.0424
130,"Rosetti, Antonio - Symphony In F Major, A 33?K 1 No 24",0.042366
1366,The Cambridge Singers & Orchestra (Holiday) - Angels We Have Heard On High,0.042217
929,Los Rieleros Del Norte - El Amor No Se Vende,0.042095
1018,"Boccherini, Luigi - Quintet For Guitar & Strings In D Major (""Fandango""), G. 448 (Arrangement Of String Quintets, G. 270 & 341)",0.041998
746,Ian Van Dahl - Castle In The Sky,0.041944
1244,Midnight Star - No Parking,0.04194
1040,"Boccherini, Luigi - Symphony In D Major, G. 520 (Op. 42)",0.041916
941,Guns N' Roses - Paradise City,0.041899
690,Al Di Meola - Milonga Del Angel,0.041736
596,"Boyce, William - Ode For St. Cecilia's Day",0.041726
62,Livin' Joy - Don't Stop Movin',0.041703
1181,La Sonora Dinamita - A Mover La Colita,0.041559
1479,Stevie Wonder - My Cherie Amour,0.041538
1764,Tiamat - For Her Pleasure,0.041371
9,Deuter - Earth Shadow,0.041332
1785,Phil Wickham - Spirit Fall,0.041093
989,Rogue Wave - Nourishment Nation,0.041077
1655,Jake Schepps - Origami,0.040947
992,"Various Artists? 50 Most Loved Christmas Carols (Holiday) - Lo, How A Rose E'er Blooming",0.040941
1705,Robert Earl Keen - Corpus Christi Bay,0.040855
459,Jars Of Clay (Holiday) - God Rest Ye Merry Gentlemen,0.040835
1796,Seu Jorge - Rebel Rebel,0.040808
1537,Klute - Oshima,0.040782
267,The Bamboos - Tighten Up,0.040659
132,"Rosetti, Antonio - Symphony In G Major, A 40?K 1 No 22",0.040659
1674,Pamela Williams - Elixir,0.04057
1053,Shudder To Think - Own Me,0.040558
1847,Rilo Kiley - A Man ? Me ? Then Jim,0.040542
1127,Christopher Lawrence - Hot Rod,0.04045
1066,Nitty Gritty Dirt Band - Wildwood Flower,0.040435
1805,Jim Henry+Brooks Williams - On The Rollin' Sea,0.040338
1370,Finger Eleven - First Time,0.040313
415,England Dan & John Ford Coley - Gone Too Far,0.040288
1022,"Boccherini, Luigi - Sonata for cello & continuo in C major, G. 17",0.040262
539,Black Lips - Can't Dance,0.040021
1441,"Dittersdorf, Karl Ditters von - Symphony After Ovid's ""Metamorphoses"" No. 4 In F Major (""Die Rettung Der Andromeda Durch Perseus"")",0.039768
1257,Prince - Let's Work (Dance Mix),0.03976
1514,Furry Lewis - This Time Tomorrow,0.039458
1251,Johnny Horton - Out In New Mexico,0.039415
1103,Ziggy Marley - Drive,0.039415
1611,John Tesh - God Of Wonders,0.039399
1368,The Cambridge Singers & Orchestra (Holiday) - O Little One Sweet,0.039397
601,Bishop Allen - Things Are What You Make Of Them,0.039337
171,"Rachmaninov, Sergey - Moments Musicaux (6) For Piano, Op. 16",0.039335
825,The Wallflowers - 6th Ave Heartache,0.0393
1583,Dennis Alcapone & Prince Jazzbo - Lorna Banana,0.039277
1101,Robert Henke - Signal To Noise II,0.039075
114,Bill Monroe - Molly & Tenbrooks,0.039022
1021,"Boccherini, Luigi - Quintet For Guitar & Strings In G Major, G. 450 (Arrangement Of Quintet For Flute And Strings, G. 531 & String Quartet, G. 240)",0.038947
939,Guns N' Roses - November Rain,0.038885
708,"Cher - Gypsys, Tramps & Thieves",0.038876
676,The Commodores - Brick House,0.038687
1714,Junior Brown - Lookin' For Love,0.03868
1035,"Boccherini, Luigi - Symphony In D Major, G. 503 (Op. 12?1)",0.038631
1617,Public Enemy - Can't Truss It,0.038625
12,Deuter - Marfa Lights 2,0.038615
849,The Pharcyde - Pharcyde (Instrumental),0.03854
910,Dan Crary - Tom & Jerry,0.038498
674,Videos - Trickle Trickle,0.038434
485,Irish Rovers (Holiday) - God Rest Ye Merry Gentlemen,0.038259
1612,John Tesh - Key Of Love (live),0.038243
915,Dan Crary - On The Fritz,0.038041
1186,David Darling - Lady Child's Dream,0.038013
1010,"Boccherini, Luigi - Cello Concerto In A Major, G. 475",0.037912
651,Justin Timberlake - What Goes Around...?...Comes Around (Interlude),0.037875
89,William Clarke - Five Card Hand,0.037695
1510,"Furry Lewis - Furry's Rag (Take Your Time, Baby)",0.037667
1619,Nick Drake - Here Come The Blues,0.037597
583,Jimmy Dorsey - Begin The Beguine,0.037583
1852,The Del McCoury Band - I'm Afraid I Forgot The Feeling,0.037498
563,Alison Krauss - Foolish Heart,0.037435
817,Your Vegas - Troubled Times,0.037226
976,The Wiseguys - Ooh La La,0.037213
1327,The Beatles - Day Tripper,0.037198
870,Anne Murray - Danny's Song,0.037164
650,Justin Timberlake - Rock Your Body,0.037142
1411,Liquid Mind - Zero Degrees Zero,0.03712
178,The Aggrolites - Mr. Misery,0.037026
392,Albert King - Born Under A Bad Sign (Live),0.036934
683,Will Smith - Men In Black,0.036882
1347,The Beatles - Paperback Writer,0.036806
1168,Janet Beazley - White (Long Time Travelin'),0.03646
1693,Wire - Reuters,0.036456
335,Bonerama - Crosstown Traffic,0.036275
1584,Beres Hammond - Come Back Home,0.036063
270,Lucy Kaplansky - Every Single Day,0.036056
1791,The Dirty Projectors - Rise Above,0.036022
969,Enanitos Verdes - Lamento Boliviano,0.03601
1604,Milt Jackson - These Foolish Things,0.035993
1187,Magik Markers - Body Rot,0.035916
1305,Digital Underground - The Humpty Dance,0.035827
41,Ella Fitzgerald - Desafinado (Slightly Out Of Tune),0.035731
409,Wumpscut - Fear In Your Eyes,0.035716
1511,Furry Lewis - Goin' To Kansas City,0.035673
1313,Jerry Jeff Walker - L.A. Freeway,0.035619
1296,Joey Ramone - Like A Drug I Never Did Before,0.035617
685,Bryan Sutton - Grover Glen,0.035601
1862,Nas - Represent,0.035575
65,Outkast - The Way You Move,0.035571
141,Newcleus - Jam On It,0.03543
1570,Staind - Right Here,0.035417
1055,James Cotton - Soul Survivor,0.035364
1803,Jim Henry+Brooks Williams - Gender Bender,0.035291
705,Al Stewart - On The Border,0.035271
195,The Jackson Southernaires - I Need You To Hold My Hand,0.035218
457,Skid Row - Big Guns,0.035089
1512,Furry Lewis - Long Tall Gal Blues,0.034752
812,Louis Armstrong (Holiday) - Winter Wonderland (Mono Recording),0.034721
1531,Marvin Gaye - You're A Wonderful One,0.03459
652,Dan Deacon - Trippy Green Skull,0.034485
1118,Jazzy Jeff & The Fresh Prince - Summertime,0.034457
551,Peter & Gordon (60s) - A World Without Love,0.034302
1810,Marky Ramone - Rockaway Beach,0.034274
1855,The Del McCoury Band - Fire And The Flame,0.034166
100,Deepak Chopra & Adam Plack - Serenity,0.034142
1565,Traffic - Smiling Phases,0.034132
1231,Critters Buggin - 5?4 F.T.D.,0.034095
918,"Dan Crary - The Fermoy Lass, The Man Of The House",0.034079
1491,The Verve - Blue (USA Mix),0.034049
1443,"Dittersdorf, Karl Ditters von - Divertimento Fur Violine, Viola Und Violoncello D Major",0.034014
1632,Rihanna - Break It Off,0.033927
128,Shinedown - Burning Bright,0.033514
1070,Nitty Gritty Dirt Band - Snowballs,0.033513
1519,Clancy Eccles - Sweet Jamaica,0.033384
958,Broken Social Scene - 7?4 (Shoreline),0.033373
407,"Morricone, Ennio - Sergio Leone Suite",0.032984
258,Antonio Carlos Jobim - Por Toda Minha Vida,0.032979
816,Your Vegas - It Makes My Heart Break,0.032952
1096,Patra - Romantic Call,0.032868
1428,Jr. Walker & The All Stars - What Does It Take (To Win Your Love),0.032722
1723,Junior Brown - Where Has All the Money Gone?,0.032709
1220,David Massengill - Shamas Rides,0.032647
1865,Earl Scruggs - Flint Hill Special,0.032594
546,Loudon Wainwright III - Grey In L.A.,0.032497
1134,Matthew West - Get Away,0.032342
977,Lucky Thompson - Jeep's Blues,0.032317
686,Bryan Sutton - Stoney Creek,0.03222
1380,Doyle Dykes - Caleb's Report,0.032147
982,"Trebol Clan, Hector & Joan - Gata Fiera",0.032129
328,George Michael - Fastlove (Forthright Edit),0.032119
285,The Jam - Man In The Corner Shop,0.032101
1359,John Michael Montgomery - Angel In My Eyes,0.031911
540,Black Lips - It Feels Alright,0.031737
1030,"Boccherini, Luigi - String Quintet For 2 Violins, Viola & 2 Cellos In G Minor, G. 351 (Op. 42?4)",0.031658
560,Alison Krauss - Endless Highway,0.031633
54,The League - Hey Conductor,0.031503
150,Waylon Jennings - T For Texas (Blue Yodel No. 1) (live),0.031474
1067,Nitty Gritty Dirt Band - I Saw The Light,0.031356
1486,Betty Everett - It's In His Kiss (The Shoop Shoop Song),0.031149
159,"Strauss, Richard - Der Rosenkavalier, Opera, Op. 59 (TrV 227)",0.031021
1351,The Beatles - Rock And Roll Music,0.030803
271,Lucy Kaplansky - I Had Something,0.030673
352,The Bird And The Bee - The Races,0.030612
395,Albert King - I'll Play The Blues For You (Live),0.030546
777,Daddy Yankee - Cuentame,0.030515
1842,2Pac (Tupac) - Keep Ya Head Up,0.030455
983,B.B. King & John Popper (Holiday) - Back Door Santa,0.030431
1793,The Dirty Projectors - Time Birthed Spilled Blood,0.030376
1076,"Jim Jackson - Bye, Bye, Policeman",0.030266
1062,Nitty Gritty Dirt Band - Togary Mountain,0.030223
383,Simple Plan (Holiday) - My Christmas List,0.030186
1854,The Del McCoury Band - Asheville Turnaround,0.03006
1866,Earl Scruggs - Get In Line Brother,0.030029
731,Lo Fidelity Allstars - Battle Flag,0.030003
1751,la sonora dinamita ? la sonora tropicana - Mi Cucu,0.029965
557,Tristeza - Abrazo Distante,0.029935
1008,"Boccherini, Luigi - Symphony In C Major, G. 505 (Op. 12?3)",0.02992
1340,The Beatles - Let It Be,0.029897
577,Paul Oakenfold - Time Of Your Life (feat. Perry Farrell),0.029877
1209,Joe Diffie - White Lightning,0.029872
70,Light This City - Exile,0.029868
801,Ralph Stanley & The Clinch Mountain Boys - Gonna Paint The Town,0.029827
102,"Bing Crosby - It's Been A Long, Long Time",0.02971
231,Fred Hammond - Celebrate (He Lives),0.029688
927,Los Rieleros Del Norte - Abrazado De Un Poste,0.029664
275,"Jo Dee Messina - Heads Carolina, Tails California",0.029442
1221,David Bowie - Ashes To Ashes,0.029297
736,Band Of Horses - Our Swords,0.029203
1551,Toots & The Maytals - 54-46 That's My Number,0.029182
284,The Jam - Don't Tell Them You're Sane,0.029055
1087,AC?DC - Who Made Who,0.02886
1391,Serena Ryder - Sisters Of Mercy,0.028758
1802,Jim Henry+Brooks Williams - Angie,0.02873
617,The Crests - Sixteen Candles,0.028697
1124,Styx - Renegade,0.028633
322,Hilary Stagg - Spirit Dancers,0.028459
1401,Liquid Mind - Balance,0.028416
800,Ralph Stanley & The Clinch Mountain Boys - Beautiful Star Of Bethlehem,0.028338
319,Jimmy Cliff - Look At The Mountains,0.028314
436,Lazy Lester - Gonna Stick To You Baby,0.028277
58,Classified Project - Resurrection (Original),0.028171
1175,Los Lobos - Shakin' Shakin' Shakes,0.028151
1735,Lee Ann Womack - I'll Think Of A Reason Later,0.028078
246,Kaskade - Honesty,0.027919
589,Mickey Hart & Zakir Hussain - Dances With Wood,0.027853
1568,Staind - It's Been Awhile,0.027702
726,Fugazi - Polish,0.027681
294,Josh White - Trouble,0.027664
1162,Waco Brothers - Missing Link,0.027544
1478,Stevie Wonder - For Once In My Life,0.02753
1783,The Dubs - Chapel Of Dreams,0.027492
1732,Ascend - The Obelisk Of Kolob,0.027348
1542,Mary Lou Lord - Cold Kilburn Rain,0.027336
304,XTC - Chalkhills And Children,0.027229
1277,Lords Of The Underground - Funky Child,0.027227
669,Jack Jones - Luck Be A Lady,0.027204
912,Dan Crary - Hot Pursuit,0.027072
1710,Antonio Aguilar - Triste Recuerdo,0.027055
970,Enanitos Verdes - Tu Carcel,0.026819
1676,Doc Watson - Little Orphan Girl (Live),0.026773
1133,Men Of Steel - O'Carolan's Quarrel With The Landlady (Live),0.026751
1835,Avril Lavigne - I'm With You,0.026679
868,Dave Barker - Don't Let The Sun Catch You Crying,0.026672
1398,The Supremes - Where Did Our Love Go,0.026618
1180,Don Ross - Give Me Seven Reasons,0.026577
779,Daddy Yankee - Machucando,0.026543
951,Cat Stevens - The Wind,0.026539
928,Los Rieleros Del Norte - Caballo De Espadas,0.026435
803,Ralph Stanley & The Clinch Mountain Boys - Man Of Constant Sorrow,0.026396
1548,Toots & The Maytals - Funky Kingston,0.026224
496,Mahalia Jackson - Trouble Of The World,0.026159
668,Jack Jones - Autumn Leaves,0.026142
481,Butch Thompson (Holiday) - Silent Night,0.026037
1329,The Beatles - I'll Follow The Sun,0.025982
1812,Jarabe De Palo - Grita,0.025964
1318,Bruce Molsky - Buckdancer's Choice,0.025937
1291,Donnie McClurkin - We Fall Down (Live),0.025933
1615,Public Enemy - Public Enemy No. 1,0.025872
697,Brother Ali - Uncle Sam Goddamn,0.025819
1262,Our Brother The Native - We Are The Living,0.025813
813,Louis Armstrong (Holiday) - Winter Wonderland,0.025792
509,Tim Sparks - Trap Hill Breakdown,0.025754
384,Chayanne - Atado A Tu Amor,0.025735
1629,Michael Burns - The Ambience,0.025706
419,Lorie Line - Norwegian Wood,0.025702
991,Various Artists? 50 Most Loved Christmas Carols (Holiday) - In The Bleak Midwinter,0.025644
1166,John Prine - It's A Cheating Situation,0.025637
451,Arrested Development - Mr. Wendal,0.025469
1577,Mike Dowling - Ragged And Dirty,0.025425
1775,Mar-Keys - Pop-Eye Rider,0.025281
1680,Doc Watson - Walk On Boy,0.025246
1642,The Troggs - My Lady,0.02522
49,Dan Crary (Holiday) - What Child Is This (USA),0.025135
218,Blind Blake - Depression's Gone From Me Blues,0.025128
818,Brenda Lee (Holiday) - White Christmas,0.025077
1736,Preston Reed - Ladies Night,0.025
484,Alc (A Lo Cubano) - Vanilla Y Chocolate,0.024923
490,Catie Curtis - Fall Away,0.024859
904,Loquat - It's Yours To Keep,0.024839
1282,Ratt - Slip Of The Lip,0.02482
380,Rhianna (Holiday) - It Just Don't Feel Like Xmas (Without You),0.02474
778,Daddy Yankee - Gasolina,0.024725
1636,Rihanna - Umbrella,0.024667
630,New York Dolls - Mystery Girls (Planet Studios Demo),0.024657
448,"Pichl, Vaclav - Symphony In C Major, Z21",0.024636
695,L.T.D. - Jam,0.024515
1546,Toots & The Maytals - Monkey Man,0.024355
622,Hank Williams Jr. - All My Rowdy Friends Are Coming Over Tonight,0.024347
1644,Tokyo Police Club - Citizens Of Tomorrow,0.024294
656,Trey Anastasio - Sleep Again,0.024243
1252,Johnny Horton - I'm Ready If You're Willing,0.02423
405,The Five Blind Boys Of Mississippi - Where He Leads Me,0.024198
1365,The Cambridge Singers & Orchestra (Holiday) - 'Twas In The Moon Of Winter Time,0.02407
1120,Tony Bennett - I Wanna Be Around,0.023891
1202,Kathleen Edwards - Oh Canada,0.023837
1859,Nas - Street Dreams,0.023653
767,Indigo Girls - She's Saving Me,0.023624
1254,Prince - Controversy,0.023607
529,John Danley - Atlas Bone,0.023527
785,Adele - Right As Rain,0.023497
330,George Michael - Father Figure,0.023383
987,Rogue Wave - Endgame,0.023375
1471,Raveonettes (Holiday) - The Christmas Song,0.023333
829,Port O'Brien - I Won't Look Back,0.023313
1761,Lefty Frizzell - My Rough And Rowdy Ways,0.023255
1593,Elefante - El Abandonao,0.023189
222,Starfield - Can I Stay Here Forever?,0.023183
1746,Nine Inch Nails - Closer,0.023067
931,Los Rieleros Del Norte - Me Quieres Matar De Celos,0.022893
1495,Steve Roach & Robert Rich - Going Inland,0.022836
1253,Prince - Kiss (Extended Version),0.022823
793,Delroy Wilson - Pretty Girl,0.02277
1549,Toots & The Maytals - Pressure Drop,0.02268
1026,"Boccherini, Luigi - String Quartet In E Flat Major, G. 201 (Op. 32?1)",0.022675
1331,The Beatles - Things We Said Today,0.022652
1077,AC?DC - Back In Black,0.022456
942,Guns N' Roses - Patience,0.022376
370,Luis Miguel - Ahora Te Puedes Marchar (I Only Want To Be With You),0.022326
1700,Alter Bridge - Open Your Eyes,0.022304
762,Christa DeErynn - Sweet Lies,0.022205
599,Sex Pistols - Pretty Vacant,0.022182
465,Frank Cornelius - Brick House,0.022172
1579,Stephen Kellogg & The Sixers - A Cabin In The Woods,0.022126
148,Montgomery Gentry - My Town,0.021973
454,Skid Row - I Remember You,0.021836
412,Wumpscut - Rusty Nails From Hell,0.021663
200,The Cars - My Best Friends Girl,0.021621
1117,Jazzy Jeff & The Fresh Prince - Summertime '98 (SoulPower Remix),0.021608
483,Butch Thompson (Holiday) - Ave Maria,0.021533
181,Korn - Make Me Bad,0.021514
715,The National - Start A War,0.021475
88,Christmas Cookies (Holiday) - White Christmas,0.02146
194,Jackson 5 - Abc,0.021391
805,Ralph Stanley & The Clinch Mountain Boys - Pretty Polly,0.021324
1285,Parts & Labor - Long Way Down,0.021281
1250,Mercyme - Here With Me,0.021241
244,Jason Aldean - Laughed Until We Cried,0.021224
1071,Nitty Gritty Dirt Band - Way Downtown,0.021147
1154,Lindsay Lohan - Black Hole,0.0211
1534,Klute - Crosby,0.021036
1801,The Grinder - Man Into Space,0.021026
1488,Rissi Palmer - Anybody Out There,0.020986
1819,Sam Bush - Girl Of The North Country (live),0.020965
585,Boys From Indiana - Atlanta Is Burning,0.020955
1373,Descendents - Suburban Home,0.020916
1702,Ronnie Earl & Duke Robillard - Lookin For Trouble,0.020902
234,Sterling (Electronica) - Desperation,0.020884
1560,Sarah McLachlan - Fallen,0.020852
1281,Ratt - Lay It Down,0.020786
945,Guns N' Roses - Live And Let Die,0.020765
1588,Yuri Buenaventura - Salsa,0.02073
1784,Phil Wickham - Jesus Lord Of Heaven,0.020728
742,Phil Collins - You'll Be In My Heart,0.020715
508,Gospel Four - It's Just A Matter Of Time,0.020648
1769,David Grisman & Tony Rice - The Prisoner's Waltz,0.020646
45,Ella Fitzgerald - Love Walked In,0.020615
33,Ella Fitzgerald - Aren't You Kind Of Glad We Did,0.020516
1,Jon Schmidt - Passages,0.020466
1178,Don Ross - First Ride,0.020447
753,Tommy Emmanuel - Windy & Warm,0.020269
1183,"Yolanda Kondonassis (Holiday) - Bring A Torch, Jeannette, Isabella",0.020257
1211,Mixmaster Mike - Bazooka Kanyon,0.020251
1712,Z-Ro - Keep On (Chopped & Screwed),0.020191
1622,Iron & Wine - Communion Cups And Someone's Coat,0.020179
1283,Ratt - You Should Know By Now,0.020152
445,David Wilcox - Rusty Old American Dream,0.020051
1004,Sodom - Procession To Golgotha,0.020004
1727,Rachel Harrington - Shoeless Joe,0.019987
1416,The Rolling Stones - Street Fighting Man,0.019942
533,Rise Against - The Good Left Undone,0.019887
1388,"Foghat - Ride, Ride, Ride",0.019871
115,Steve Earle & The Supersuckers - Before They Make Me Run,0.019832
1050,Dire Straits - Walk Of Life,0.019809
434,Lazy Lester - My Home Is A Prison,0.019795
1563,Sarah McLachlan - Building A Mystery,0.019775
721,"Faure, Gabriel - Sonata For Cello & Piano No. 1 In D Minor, Op. 109",0.019749
1025,"Boccherini, Luigi - String Quartet In D Major, G. 203 (Op. 32?3)",0.019724
1626,Kill Memory Crash - Riyout,0.019674
1574,Joe Camilleri & Nicky Bomba - Better Must Come,0.01946
77,"Schumann, Robert - Kreisleriana, 8 fantasies for piano, Op. 16",0.019451
861,Michelle Branch - Everywhere,0.019407
1389,Foghat - Slow Ride,0.019406
1490,Rissi Palmer - Leavin' On Your Mind,0.01939
1126,Groove Coverage - The End,0.019186
1125,Groove Coverage - Runaway,0.019089
1192,Guardian - Let It Roll,0.019084
990,Rogue Wave - Perfect,0.018999
61,"Funck, David - Suite In D",0.018986
781,Katalyst - Break Up,0.018902
531,John Danley - Whispering Blue,0.018863
241,The Kingsmen - Louie Louie,0.018809
1344,The Beatles - Two Of Us,0.018776
919,Dan Crary - Cape Foulweather,0.018759
663,The Whigs - Written Invitation,0.018754
954,Neil Young - Ohio,0.018752
1387,Foghat - Night Shift,0.018699
1448,DJ Drama & Lil' Wayne - Gettin' Some Head,0.018678
1824,Soulfly - Babylon,0.018669
401,Vince Gill - When I Call Your Name,0.018645
877,The Monkees - Look Out (Here Comes Tomorrow),0.018619
661,Ryan Montbleau Band - It's All Been Done Before,0.018545
1325,The Beatles - If I Fell,0.018535
1845,2Pac (Tupac) - Never Had A Friend Like Me,0.018509
206,J-Dilla - Make Em Nv,0.01848
207,J-Dilla - Make'em Nv [Instrumental],0.01848
1461,Del Tha Funkee Homosapien - Jaw Gymnastics (feat. Casual),0.018469
428,Scorpions - Rock You Like A Hurricane,0.018463
145,Starkillers - Discoteka (Austin Leeds & Terranova Remix),0.018404
1429,Antonio Pinana - Cuando Llora La Guitarra,0.018403
1093,AC?DC - Thunderstruck,0.018399
1378,Gordon Bok - Jericho,0.018378
135,Butch Engle & The Styx - Hey I'm Lost,0.018297
1412,K-Ci & JoJo - Crazy,0.018227
214,Chuck Loeb - Fundamentally Sound,0.018206
545,Ronnie Earl - Ronnie Johnnie,0.018133
1377,Gordon Bok - Herring Croon,0.018116
1558,Sarah McLachlan - Homeless,0.018096
1294,Hillsong - God He Reigns ? All I Need Is You (Live),0.018038
1504,)EIB( - Forgotten,0.018021
254,Flyleaf - I'm So Sick,0.01801
1695,Robert Cray - Nothin' But A Woman,0.018004
1738,Preston Reed - Tractor Pull,0.017925
1371,Finger Eleven - Lost My Way,0.017858
1806,El Lebrijano - Presidiarios Con Sus Caenas,0.017847
349,Seal - Love's Divine (Live),0.017818
871,Mars Lasar - Untouchable,0.017801
667,Uncle Earl - Booth Shot Lincoln,0.01779
688,Brodsky Quartet - I've Seen It All,0.017723
124,Lifehouse - First Time,0.017685
276,Jo Dee Messina - Lesson In Leavin',0.017549
766,Indigo Girls - Left Me A Fool,0.017502
1438,Eric Clapton & Duane Allman - Mean Old World,0.017499
152,Waylon Jennings - Are You Sure Hank Done It This Way,0.017348
1798,Paul Baloche - Your Name,0.017344
339,Bonerama - Ocean,0.017257
1104,Ziggy Marley - Friend,0.017082
891,Dan The Automator - Lyrics To Go (Remix) (Instrumental),0.017081
1284,Ratt - You're In Trouble,0.016995
